,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984
157,76852.96,71487.39,62758.64,78276.0,75731.47,63346.76,69731.38,72437.3,63874.12,68663.3,85829.54,82738.67,99290.9,115546.58,120599.23,144724.21,193865.91,166740.82,117241.0,54895.94,44576.98,79112.49,59982.88,93354.3,109098.42,64412.01,72311.41,71073.56,59483.26,55526.21,74158.77,83705.91,98874.11,118158.01,97087.86,83968.53,85455.68,100697.76,128882.69,134350.7,140055.88,133574.35,172891.14,182803.6,160280.69,137297.24,165548.0,153051.66,152045.33,150223.84,122611.53,126248.84,125778.07,119969.08,101320.71,94822.21,98384.56,79924.24,85017.0,86155.07,88553.4,68969.87,59119.35,72827.07,71180.75,62629.24,69636.41,81670.63,90048.06,79755.94,101989.34,104366.49,116192.79,135387.29,163489.32,136806.06,141882.27,145832.16,145466.09,147660.94,140237.89,133290.38,122113.64,142737.38,155252.27
158,76208.23,70937.6,65148.07,78817.83,78965.7,63008.36,72741.69,78408.32,63091.81,72077.02,88090.3,82043.25,97590.33,108648.54,123446.35,153513.98,198318.07,174081.01,120494.73,55979.0,45196.39,75776.36,56884.45,96086.5,109825.74,60999.2,72977.02,71442.23,60657.16,53345.28,77612.44,86894.84,99658.72,115466.27,93991.74,86053.58,87209.62,102558.03,127933.33,135830.41,141866.91,137494.99,172611.78,196452.52,163347.77,141087.73,170667.58,151881.03,157683.87,151208.78,122950.66,129340.09,126673.72,115802.5,104466.26,93812.14,96969.22,82008.17,87901.64,88889.74,87829.72,72609.09,62544.32,73884.28,71615.44,63269.23,71743.91,74967.4,94257.15,78037.94,106406.98,105301.27,116110.26,144236.25,171120.08,141703.75,142128.56,150256.37,150368.4,146637.39,143728.32,131862.23,125713.35,142923.4,154754.49
159,76939.29,70027.33,70840.56,78764.93,78673.12,63342.74,76052.11,78637.94,64213.21,77304.99,85881.99,81052.11,97474.46,106567.73,127476.62,164216.11,198198.73,186187.79,110031.06,43446.11,50768.18,77780.09,61888.39,96967.68,104131.91,59362.23,64492.67,72934.43,59580.61,51965.37,81027.25,86227.56,103023.97,123761.76,91365.37,93576.56,88046.6,106504.49,130870.43,136582.91,136002.79,144075.96,179652.37,199842.28,168136.95,142821.04,174446.84,154759.03,162760.31,147226.04,129552.84,132006.33,129122.81,120127.23,107022.46,101489.0,99651.26,80219.55,91610.96,90482.85,86863.05,69571.89,63949.14,75168.22,71232.23,66807.49,73965.59,74568.73,95951.32,82783.9,111348.42,106309.08,117773.47,148664.92,170128.28,140922.86,147672.29,151026.65,154238.45,147496.37,142269.41,127916.32,130234.56,143677.55,149948.88
160,75657.04,71261.4,69959.31,81323.41,76920.35,66303.89,82202.18,74564.8,67018.68,81170.37,82702.2,81666.4,101526.43,108276.71,132880.34,170328.32,202235.77,176144.02,100424.66,38986.1,66193.4,70588.08,67490.26,92569.86,100362.23,60749.88,67617.13,63662.98,59107.12,53404.6,85039.51,88604.36,107785.61,124874.51,90599.53,99038.64,88365.46,111146.5,132172.57,137687.27,137840.08,150912.18,179985.65,194655.65,175601.37,148369.02,177999.19,154265.3,165288.72,137114.38,132969.35,134091.98,131836.21,114576.87,109699.48,104562.57,103632.01,71685.58,91063.69,90249.61,85095.98,68154.72,68730.3,75351.51,71752.15,70967.98,73036.07,78804.13,94871.19,83728.72,116749.7,106514.21,121469.47,149868.83,170896.62,138313.52,154227.82,157320.2,154434.03,151020.45,143773.0,129743.88,135073.45,147537.95,164265.05
161,72672.45,71710.29,71539.84,82950.96,79410.76,67332.28,85294.66,74140.81,62504.89,81268.33,80437.53,84115.24,104278.73,114406.42,135618.21,163035.01,207164.51,159430.52,98200.28,34607.83,78338.28,72267.44,70785.25,97292.09,97497.68,62999.11,69562.43,58974.71,62011.68,56946.19,87366.74,93639.03,110616.21,124922.4,94633.01,104055.4,84505.92,114026.91,131142.86,142625.45,134036.92,153225.17,191511.68,194626.07,179503.34,152894.66,177393.08,160890.95,163973.82,121932.83,133731.38,134094.64,126361.37,114407.71,109080.58,108115.73,98941.98,71962.41,90077.24,91187.5,83869.57,68939.35,71198.19,76504.38,72873.7,71920.06,75279.06,84694.85,96158.8,79786.7,119269.82,105018.3,124993.61,155039.06,179061.59,147089.91,159940.68,162783.94,155441.72,149483.15,145489.52,131655.45,139844.91,149899.11,173515.7
162,74487.92,68536.54,72062.58,82645.66,78154.85,68812.98,88970.82,74924.17,63166.87,82710.08,78625.02,88926.4,108113.92,120206.83,139655.19,165291.39,226694.23,157102.18,102452.38,37206.88,85454.42,69585.65,75232.17,103850.43,104196.68,76394.54,72016.76,61737.99,66031.58,59911.39,90000.79,96939.77,109210.89,122209.09,101449.51,102495.19,90274.2,106866.88,134707.5,147892.61,137070.82,160524.72,206621.5,206282.69,184144.85,158060.88,185367.51,157828.91,164401.32,125721.87,132567.01,139885.9,126965.04,114901.98,111729.54,108640.51,95244.52,72810.24,90129.91,91197.57,85359.79,61565.05,71977.39,79022.42,74284.59,72348.32,76825.16,89382.99,94692.08,80453.1,120587.21,104536.2,128276.52,152715.09,185127.65,147113.2,164894.1,163534.23,157127.98,152815.16,146049.44,131443.25,145285.37,145154.58,183953.88
163,77315.7,69335.16,75922.07,84132.51,76796.85,70391.65,83874.34,72867.95,63250.36,86691.82,79909.59,92895.28,110517.18,125963.38,148121.29,171697.75,240670.95,156170.53,100369.72,56881.41,81948.01,67606.62,81064.17,106721.96,106151.7,77662.37,71721.84,63849.99,66556.16,60399.52,86386.83,96391.07,110458.37,120698.65,100343.92,100417.42,94510.85,114446.39,141846.78,149665.28,138773.5,164837.71,206480.91,206173.68,175040.76,164940.3,185249.34,160653.54,171187.51,129997.24,137061.3,138643.7,130130.73,108738.49,114273.06,107008.19,95444.92,75659.19,89229.29,95129.3,84431.39,59711.05,67397.55,79050.73,73209.94,78136.17,81158.86,92993.21,95926.59,81564.45,118155.97,114640.48,126382.25,156673.09,197553.6,145059.12,173107.88,151152.99,161811.78,154727.13,149096.99,135971.32,146504.34,150098.97,185066.39
164,78886.11,70137.59,79543.79,88444.71,74074.48,70955.89,86095.93,76346.05,65677.24,89832.3,81310.22,92927.29,114025.74,128890.14,157574.58,184828.96,251358.32,157180.35,86431.82,63245.75,82021.13,66717.68,83512.66,108747.18,92001.71,74942.88,80150.12,67368.35,67603.65,61868.2,89068.1,95682.56,118868.2,103762.52,98645.55,100211.5,96753.45,119635.58,146751.71,148481.47,133556.4,169824.33,216897.0,200288.36,168974.33,170266.75,178862.98,156754.1,170732.55,129697.81,141502.55,141845.18,135288.83,105700.75,116637.63,111240.96,96517.5,80927.13,91924.37,94445.86,86592.96,54183.43,67291.53,81456.13,72820.9,78922.17,82885.47,96106.86,88433.49,91913.55,122545.83,116726.68,124472.7,153297.98,192039.84,148330.3,174375.53,145064.57,161793.98,155784.83,151590.11,137555.65,152430.31,153614.1,187747.05
165,77227.62,70936.23,84762.06,92070.57,71044.97,74902.54,91396.08,77326.82,67433.23,92701.37,81024.69,92653.53,118748.75,127008.95,156218.55,189663.12,225909.46,136670.09,75893.83,55330.39,74783.67,67998.27,86489.26,115283.44,79510.63,84113.87,81742.56,68828.49,65750.56,67273.51,89092.9,98914.94,124708.31,102295.74,102114.7,103889.03,100278.43,125772.37,147245.49,146561.59,138723.55,174903.81,207135.89,198841.44,159493.44,178162.44,179653.13,154601.54,173501.82,126466.23,142684.81,145116.25,139143.85,105573.18,117222.38,114740.83,98290.63,83416.31,90676.97,95313.4,90744.69,55947.35,71118.43,79393.03,71691.02,77201.42,80577.38,99778.3,90435.71,100555.14,123813.19,116719.37,126807.18,153632.58,169752.71,154446.4,175349.02,142180.4,162558.19,154413.29,153945.99,137417.49,154295.53,160423.11,191311.89
166,76107.36,71738.61,88538.63,95088.02,66128.53,77741.02,89590.48,74288.43,71919.38,88992.02,84364.56,98767.39,123414.4,129690.5,160839.57,203561.94,167327.55,127864.17,77913.49,55599.81,77354.24,70659.4,95385.71,119352.28,73415.14,84950.37,81070.71,71264.51,63538.25,69190.42,85817.53,99104.98,129679.02,102755.31,101847.88,99074.3,102720.5,126740.16,144390.07,152392.64,142952.15,182904.5,222234.77,197884.79,157098.97,184560.3,181327.45,160547.75,182260.01,136053.74,142722.56,146951.0,141116.04,111664.47,114310.61,117265.74,99744.48,84058.86,87173.92,100807.51,84983.87,58521.41,73045.06,79576.0,72870.24,73468.21,80790.92,104860.13,93663.57,105553.89,122872.75,118694.92,135424.41,159533.75,149345.58,151801.47,172645.52,146897.94,163054.35,159143.88,154429.29,137381.86,158411.14,169010.6,189577.5
167,76862.28,69448.85,89532.88,92174.86,64888.65,77127.24,87859.48,68527.05,75331.34,89690.87,88144.08,105037.48,126402.02,133675.16,165684.27,205452.5,175116.86,120437.68,64304.4,54581.62,79622.07,71880.84,96143.6,118172.75,73143.21,83222.7,79949.97,69173.78,60271.68,70386.96,87811.33,102154.7,132776.98,106720.43,101185.46,99400.13,106536.24,127484.46,150051.32,159719.99,146051.05,192437.23,225456.5,201921.64,158073.32,189024.05,188080.3,165339.21,184855.79,142822.82,146615.89,145233.37,141290.81,112935.0,118344.17,119247.59,95191.82,90561.65,93906.56,103615.93,79658.94,55414.37,72650.78,83072.35,73286.07,75355.55,84828.07,104027.08,95242.33,107456.85,123188.44,118329.26,143069.07,162732.8,147825.94,155809.35,177847.87,154110.86,165049.89,164824.26,156272.13,136444.18,164258.47,171510.61,195049.91
168,80495.18,71148.35,88510.44,90497.67,69486.68,77209.64,87462.93,72109.89,75737.56,91387.51,91522.82,109798.29,128693.26,133187.63,166622.52,220643.53,177913.71,124580.47,63913.37,57289.92,84549.57,72303.57,101742.66,122149.23,75621.77,82333.44,79923.92,69816.33,62027.93,75091.55,91071.45,105578.98,138294.67,107656.45,100300.99,101017.77,109287.03,137495.57,155509.76,160984.21,150207.39,196120.64,219483.37,197665.54,161433.39,196576.39,184862.65,173935.3,178010.65,148499.91,151240.66,149082.41,143866.18,117511.83,118224.86,114408.16,94648.55,94313.8,98072.69,104613.1,81105.93,60412.59,79704.33,82706.8,70935.81,78618.41,87699.3,104012.02,90705.53,111612.48,124999.19,123765.88,143918.8,173222.6,153830.28,160972.84,173541.32,152782.76,176808.62,164727.51,158685.72,139586.27,164197.56,176712.25,195028.36
169,82426.32,71022.95,88126.03,86342.65,72639.17,78458.82,81163.09,72519.86,78301.02,96224.09,92890.36,111711.7,129917.27,136845.21,165740.83,222935.01,190208.29,135197.78,64363.45,51313.02,91612.03,70899.23,108392.91,126685.77,74750.57,82453.5,80239.21,66312.7,60980.79,80426.63,91348.02,110022.62,139602.05,112755.47,96338.2,98160.64,112542.06,143911.44,153941.93,160236.87,154719.45,203876.44,222073.28,190266.77,163060.04,194586.07,178695.48,182038.54,181906.54,151366.11,153977.51,151033.92,143743.57,122397.07,113680.13,114630.13,92111.79,98732.34,100619.12,101620.8,79589.82,67466.12,83539.62,81239.92,70741.84,78283.25,92057.87,101313.69,89465.15,114486.89,119104.68,131429.71,152618.64,184916.27,159449.42,166785.06,169654.32,171018.85,176242.18,168065.55,159061.46,145418.5,174401.21,184924.18,208025.7
170,81744.76,73687.54,88700.41,89986.24,72206.47,81809.38,87817.83,71592.45,82149.71,98724.58,92076.0,109763.92,122128.63,140035.31,175759.73,228006.81,198537.16,138900.3,65575.36,51978.53,87700.5,67178.63,111511.76,127477.98,70741.34,83169.96,80618.42,67590.64,58564.12,84155.35,94808.08,110866.13,136361.66,109109.34,98683.89,100128.39,114589.01,142820.51,155592.13,162264.28,159208.61,203486.57,238571.21,193842.2,167495.57,200543.04,177274.05,188717.76,183023.29,151698.12,157666.28,152038.25,138684.31,126120.69,112400.29,112927.99,94464.36,102028.51,103756.0,100745.08,83738.29,71329.67,84706.34,81693.16,71427.3,80616.81,84469.06,106012.65,87505.28,119410.47,120128.44,131298.43,162555.28,193507.33,165101.68,167015.67,174746.5,176721.43,174953.7,172177.28,157290.73,149637.27,174547.79,184265.25,219586.1
171,80648.72,80085.08,88605.73,89611.25,72544.85,85496.11,88042.27,72824.82,88063.39,96217.51,90930.36,109598.74,119755.72,144566.43,187965.15,227822.88,212299.43,126794.48,50850.46,58334.25,89968.08,73021.76,112482.22,120819.9,68793.32,73463.63,82264.93,66361.66,57027.6,87841.32,94061.01,114579.65,146092.64,106010.22,107261.9,101043.16,118965.8,146067.69,156409.23,155514.99,166775.96,211723.66,242609.31,199459.51,169488.29,204923.93,180577.28,194722.25,178129.37,159753.26,160835.61,154905.99,143791.87,129131.34,121523.27,115996.33,92357.5,106280.0,105559.72,99591.36,80189.37,72888.7,86132.51,81213.92,75382.95,83077.84,83984.27,107882.57,92791.73,124920.44,121235.29,133140.85,167509.23,192348.1,164138.22,173469.22,175589.11,181209.51,175911.08,170360.97,152518.95,154950.76,175388.07,178479.29,227569.08
172,82021.75,79051.77,91447.76,87574.23,75889.84,92372.49,83451.27,75965.69,92423.05,92623.45,91585.75,114118.51,121641.18,150653.58,194915.33,232415.73,200807.09,115680.94,45580.55,75998.21,81603.91,79565.33,107331.66,116396.44,70349.64,76979.14,71775.72,65804.86,58584.43,92174.3,96634.14,119844.97,147344.54,105070.56,113475.22,101363.42,124118.28,147489.85,157629.05,157571.58,174636.55,212056.11,236237.83,208247.79,176005.66,209037.22,179946.61,197677.48,165825.45,163878.15,163296.6,158089.59,137082.46,132286.25,125132.49,120574.51,82490.01,105593.9,105233.2,97521.12,78509.01,78293.21,86297.66,81764.33,80038.67,82000.1,88716.87,106633.79,93817.32,130944.81,121426.88,137280.27,168829.48,193178.81,161046.28,181108.9,182851.23,181380.69,180045.59,172091.59,154630.37,160640.03,180018.26,195447.25,227560.11
173,82491.05,80799.59,93242.47,90367.01,77022.27,95811.9,82944.71,70813.09,92493.19,90055.38,94297.71,117176.66,128491.21,153717.67,186526.93,238032.33,181715.28,113072.13,40413.08,89887.85,83494.69,83386.77,112753.14,113024.44,72902.2,79151.34,66456.64,69007.65,62446.26,94680.52,102105.03,122962.56,147340.19,109694.75,119176.24,96892.91,127302.9,146310.29,163236.52,153181.67,177262.21,225571.96,236125.25,212810.05,181308.51,208267.3,187618.33,196037.03,147398.6,164731.35,163221.21,151457.55,136811.62,131467.34,129313.6,115067.01,82761.37,104399.35,106271.95,96071.4,79364.73,81061.39,87572.82,82999.95,81075.66,84483.42,95310.56,108046.01,89369.0,133737.13,119680.05,141224.52,174616.72,202368.86,171208.15,187757.06,189147.2,182505.48,178146.87,174076.49,156841.17,166247.02,182818.14,206384.6,228321.8
174,78795.48,81352.69,92864.87,88897.5,78671.43,99905.67,83788.72,71524.09,94092.24,87994.46,99656.24,121450.51,134969.8,158253.2,189063.75,260421.17,179020.07,117918.78,43389.8,98003.5,80348.95,88561.84,120299.31,120735.71,88342.74,81901.57,69533.06,73449.95,65675.07,97518.86,105684.64,121371.93,144080.68,117541.48,117345.44,103458.59,119280.2,150255.7,169219.02,156604.53,185654.46,243304.38,250186.24,218247.6,187369.02,217568.84,183994.24,196479.69,151902.3,163212.63,170188.63,152111.17,137334.12,134585.52,129872.57,110716.09,83689.17,104409.39,106229.67,97732.98,70833.1,81906.76,90409.48,84564.57,81522.17,86184.15,100549.19,106364.1,90082.48,135180.58,119088.94,144895.37,171964.09,209185.61,171181.85,193512.07,189966.28,184426.52,182049.86,174677.5,156522.27,172647.0,176954.64,218730.67,239028.69
175,79666.65,85670.96,94500.58,87312.84,80431.89,94150.76,81458.28,71580.31,98579.08,89399.33,104069.54,124115.18,141397.64,167805.45,196345.82,276428.1,177916.79,115475.56,66251.47,93938.8,78016.4,95363.15,123573.55,122949.26,89758.42,81525.63,71875.02,74004.21,66188.5,93587.99,105067.77,122729.3,142240.3,116210.33,114923.21,108267.1,127707.05,158186.82,171202.73,158506.07,190591.4,243079.07,249977.72,207397.26,195457.82,217372.15,187231.91,204519.16,156991.36,168658.09,168599.95,155832.74,129903.02,137575.33,127854.17,110896.33,86915.58,103315.88,110753.43,96626.09,68654.57,76656.7,90397.9,83300.55,88005.23,91010.38,104574.01,107716.11,91293.91,132422.56,130554.12,142718.99,176384.41,223186.33,168739.22,203090.55,175535.51,189864.33,184260.53,178252.54,161846.01,174030.13,182900.23,219987.83,222848.09
176,80541.97,89719.39,99308.26,84178.67,81033.17,96609.81,85313.27,74287.33,102108.05,90933.68,104072.59,128020.2,144648.3,178473.71,211314.88,288654.99,179025.17,99399.65,73604.88,93977.59,76942.75,98182.69,125867.1,106516.37,86567.77,91060.76,75798.4,75139.65,67776.11,96476.7,104276.93,132042.63,122229.87,114193.76,114643.51,110790.48,133465.36,163625.25,169805.0,152505.67,196305.87,255278.7,242768.01,200148.45,201704.44,209822.51,182634.56,203907.92,156556.09,174035.85,172413.53,161937.76,126208.24,140348.51,132841.04,112089.62,92917.92,106384.45,109904.66,99054.58,62256.88,76495.42,93103.54,82817.13,88854.53,92912.56,108039.42,99270.73,102841.06,137308.12,132887.61,140526.08,172549.91,216920.78,172490.15,204519.57,168414.94,189785.62,185453.63,181163.79,163665.31,181002.22,187102.61,223108.25,212417.82
177,81412.73,95566.44,103344.09,80697.39,85495.11,102521.48,86377.4,76234.78,105327.43,90582.61,103733.46,133287.45,142503.83,176899.48,216796.9,259388.55,155628.23,87239.73,64346.81,85644.35,78370.54,101621.34,133379.07,92011.21,97106.26,92828.96,77405.5,73052.18,73674.56,96488.07,107780.41,138500.14,120443.06,118157.67,118805.14,114780.89,140279.35,164145.33,167566.21,158361.34,202126.32,243733.44,240938.79,188858.98,210991.93,210691.45,180073.42,207146.53,152583.59,175404.91,176310.17,166481.29,125988.63,140979.98,136950.84,114095.78,95728.63,104891.31,110860.51,103757.75,64236.05,80802.96,90703.1,81492.08,86882.61,90293.05,112130.73,101483.68,112474.83,138694.85,132837.92,143123.99,172891.03,191713.13,179547.36,205603.41,165015.57,190624.11,183755.62,183910.18,163435.47,183151.79,195313.71,227278.31,215657.85
178,82287.56,99786.6,106696.06,75075.89,88690.81,100463.27,82953.39,81266.47,101074.25,94283.47,110543.81,138489.13,145478.13,182092.53,232637.29,192090.95,145562.02,89513.79,64607.41,88542.27,81387.9,112009.87,138034.75,84911.3,98022.68,92026.35,80109.1,70566.75,75752.24,92925.99,107968.94,143991.08,120924.36,117799.03,113257.46,117530.92,141328.03,160932.5,174187.55,163144.42,211320.5,261436.3,239704.16,185961.78,218503.49,212596.93,186943.47,217532.15,164072.22,175367.25,178461.01,168771.33,133186.87,137408.37,139895.77,115730.8,96420.06,100791.14,117194.8,97129.92,67143.67,82950.64,90868.85,82791.4,82647.79,90499.32,117805.42,105070.97,118032.51,137608.78,135044.38,152810.7,179495.27,168633.27,176420.75,202376.88,170437.27,191148.25,189317.48,184419.52,163327.81,187971.12,205686.09,225153.63,239846.29
179,79617.31,100870.77,103394.67,73629.41,87948.61,98489.55,76491.4,85082.84,101827.64,98474.42,117527.1,141807.11,149913.28,187537.76,234753.96,200984.99,137068.73,73840.61,63373.19,91092.63,82746.48,112841.27,136621.24,84547.35,95981.61,90714.97,77725.38,66912.13,77041.01,95069.25,111272.42,147402.01,125529.0,116983.39,113586.31,121851.23,142127.43,167210.97,182517.22,166637.44,222282.3,265166.2,244516.95,187052.14,223723.87,220454.73,192467.47,220561.99,172158.61,180065.06,176298.91,168911.86,134634.7,142183.23,142191.97,110399.25,103830.23,108521.96,120405.59,91003.23,63535.95,82463.16,94816.55,83223.43,84735.09,94987.22,116835.46,106807.92,120127.98,137929.51,134587.44,161398.02,183058.68,166880.68,181024.67,208416.1,178751.81,193429.59,196007.05,186551.81,162148.4,194843.12,208649.07,231586.48,250193.98
180,81517.33,99681.72,101478.83,78802.58,87998.38,98010.41,80456.61,85502.57,103711.27,102214.97,122818.67,144341.65,149331.56,188559.28,252062.53,204146.17,141738.89,73343.98,66460.85,96681.03,83183.29,119348.47,141164.61,87358.82,94905.9,90643.96,78411.04,68831.66,82167.1,98582.24,114982.42,153496.65,126567.49,115909.26,115388.65,124950.34,153254.12,173260.88,183915.98,171333.71,226484.28,258080.57,239285.48,190961.25,232594.21,216624.12,202414.91,212326.79,178922.28,185654.49,180888.47,171917.8,140018.26,141965.52,136354.23,109715.61,108082.78,113282.3,121508.74,92610.14,69215.27,90423.62,94354.71,80513.94,88366.04,98166.97,116782.67,101686.87,124739.0,139922.22,140726.13,162317.97,194819.44,173618.58,186966.95,203310.81,177157.78,207145.86,195823.51,189361.21,165812.76,194703.81,214892.5,231493.2,262039.56
181,81326.89,99211.59,96786.32,82334.84,89377.52,90918.8,80881.71,88356.62,109156.28,103709.04,124924.74,145679.01,153396.55,187521.58,254634.35,218202.26,153771.78,73812.6,59479.14,104707.13,81519.41,127085.1,146353.52,86301.58,94993.88,90960.18,74442.18,67641.05,87981.69,98865.66,119801.86,154918.0,132497.6,111280.1,112081.15,128624.8,160372.16,171482.91,183016.98,176434.53,235387.23,261063.24,230252.8,192819.42,230174.28,209339.41,211786.34,216901.87,182298.01,188925.13,183174.89,171699.99,145766.67,136436.88,136548.92,106722.87,113097.04,116170.67,117979.94,90834.78,77244.26,94731.28,92637.5,80252.28,87953.24,103010.08,113718.27,100261.99,127917.42,133291.53,149394.77,172089.44,207931.79,179920.44,193660.89,198698.55,198242.91,206422.56,199721.98,189738.85,172670.1,206732.15,224793.05,246848.64,262385.58
