,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990
20,6418.02,6012.91,4684.58,5805.29,6500.89,5968.28,4766.02,5928.77,6629.65,5274.5,5235.8,5855.86,5297.71,5235.7,6034.92,6178.89,5070.54,5436.23,6334.11,5318.02,5119.13,6733.63,5474.42,5937.44,6501.42,6307.89,6827.71,6865.5,7441.19,4905.8,4002.97,5160.43,7752.07,5524.27,6425.29,7166.79,5157.49,5152.66,6060.45,5183.5,5468.72,5393.82,6750.73,5938.72,6490.06,5295.38,5238.28,5728.99,5699.65,6467.22,6576.92,5993.12,5358.18,6536.44,7221.35,6016.66,5321.41,6041.58,6210.79,5378.93,6122.02,5072.13,6076.56,6141.6,5854.35,5023.68,5962.73,5935.77,5352.08,5144.02,6076.27,5891.38,5413.64,4152.61,5702.85,6347.12,5397.68,5949.78,6138.12,6531.04,5548.34,5728.98,6863.54,5879.14,6045.84,6411.0,6677.55,5487.84,6632.73,5418.5,6075.29
21,6640.03,6132.72,4843.67,6378.78,6860.06,6099.63,4629.02,6277.52,6937.35,5758.8,5545.85,6131.76,5444.57,5521.99,6607.82,6629.53,5138.91,5927.46,6902.5,5614.14,5467.96,7153.88,5697.86,6162.56,6971.99,6475.41,7024.08,7269.58,7046.28,4623.6,3855.87,4835.07,7377.78,5843.33,6855.7,7769.76,4832.31,5926.76,6395.17,5509.66,5574.25,6019.66,6986.11,6347.42,7004.56,5479.06,5635.37,6147.33,6114.31,6991.18,6842.64,6176.2,5777.73,6953.05,7193.19,6233.58,5325.43,6533.07,6486.76,5569.77,6457.6,5219.55,6368.35,6510.0,6243.48,5267.48,6234.93,6339.21,5680.55,5519.03,6249.45,6180.56,5870.81,4499.8,6212.69,6451.09,5568.93,6079.2,6236.8,6988.91,5904.13,6428.09,7175.68,6133.44,6393.89,6675.85,6277.03,5933.55,6919.16,5586.32,6353.98
22,7044.62,6215.97,5139.15,6958.82,7111.84,6486.89,4698.14,6929.87,7195.27,6039.48,6016.5,6361.03,5617.83,5809.12,7094.57,7049.69,5087.45,6352.74,7022.74,5670.57,6005.25,7142.22,6129.59,6743.56,7446.19,6835.36,7449.58,7976.27,5754.5,4633.17,4182.42,5085.24,7821.71,6260.82,7696.66,8240.75,4782.35,6214.41,6583.3,5902.93,5647.82,6393.7,7000.38,6596.26,7485.38,5742.69,5864.69,6145.36,6478.55,7277.72,6976.23,6630.29,6171.57,7474.9,7890.68,6461.91,5511.98,6985.65,6789.97,5998.71,6984.63,5790.42,6618.02,6827.9,6566.61,5761.81,6350.65,6702.63,5996.67,5797.17,6290.03,6721.12,5808.2,4902.88,6590.37,6701.34,5883.39,6070.53,6493.02,7537.94,6326.66,6945.53,7382.27,6473.15,7009.23,7144.14,5907.68,6103.32,7083.02,5993.07,6624.41
23,7233.85,6379.12,5613.98,7301.78,7543.26,6721.36,5174.05,7353.5,7554.99,6186.81,6326.05,6456.96,5900.89,5891.21,7396.56,7103.67,5247.41,6543.58,7143.14,5548.82,6476.94,7424.07,6594.09,7344.26,7841.17,7256.03,7888.79,8289.9,6221.21,4668.62,3850.54,5236.77,8244.49,6579.97,7981.04,8406.91,5008.83,6342.02,6738.4,5990.74,5636.99,6715.01,7369.34,7005.18,7879.89,6164.01,6073.36,6401.09,6919.98,7553.8,7453.0,7145.93,6529.97,8059.14,8239.59,6825.28,5791.44,7381.64,7253.06,6398.62,7320.12,6276.05,7018.12,7008.73,6821.98,6062.71,6784.69,7043.88,6018.63,6409.41,6930.47,7120.95,5756.5,4933.4,6794.38,7181.91,6149.63,6438.98,7004.19,7734.85,6665.4,7298.59,7650.61,6710.3,7593.64,7517.17,6116.18,6493.59,7517.59,6488.72,6946.3
24,7663.33,6945.76,5988.89,7737.26,8061.16,6859.89,5651.29,7676.9,7720.83,6612.06,6633.62,6713.57,6403.07,6279.06,7599.14,7271.73,5813.2,6820.87,7392.38,6053.28,6777.2,7820.54,7081.22,7910.36,8248.97,7519.91,8219.61,9118.64,6591.72,5078.03,4103.31,5714.33,8958.22,6879.93,8664.19,8933.3,5411.6,6556.12,7007.29,6302.92,6034.49,7363.73,7875.09,7483.28,8449.0,6487.51,6306.53,6765.54,7351.42,8347.13,7972.5,7483.53,6971.75,8488.57,8349.36,6997.8,6180.21,7931.92,7443.73,6967.22,7382.73,6770.54,7495.65,7454.86,7215.71,6547.87,7064.91,7088.99,6273.65,6911.79,7468.27,7462.99,6118.23,5552.99,7627.26,7433.38,6262.72,6948.96,7485.73,8025.63,6698.41,7828.53,8041.06,7258.7,7927.92,8224.22,6611.24,6969.96,7661.61,6736.63,7660.81
25,8018.44,7209.39,6153.34,8318.62,8313.25,6979.82,5780.78,7798.51,7796.02,7009.52,6888.17,6819.06,6777.77,6512.33,7817.02,7241.04,6277.12,7157.14,7197.25,6326.59,7210.35,8409.27,7416.92,8275.31,8567.92,7947.44,8443.95,9461.33,7234.29,5703.0,4374.98,5452.41,9811.67,7007.68,9375.78,9456.48,5604.3,6808.93,7271.3,6277.8,6185.33,8035.56,8137.72,7993.25,8769.1,6995.22,6349.41,6855.61,7783.53,8924.11,8163.6,7714.26,7404.64,9028.36,8694.55,7044.32,6494.22,8130.12,7501.73,7500.41,7780.23,7140.09,7868.47,7795.91,7471.19,7031.53,7096.95,7357.69,6388.66,7432.95,7880.64,7541.06,6273.55,6337.94,8177.23,7571.76,6494.65,7173.68,8049.67,8115.24,6882.01,8256.52,7992.36,7896.72,8589.04,8949.43,7078.6,7447.47,7787.63,7671.61,7907.86
26,8327.49,7273.29,6438.28,8815.67,8445.03,6713.58,6282.18,8191.02,8259.27,7245.07,7357.11,7017.36,6976.6,6956.87,8102.57,7737.32,6489.08,7653.66,7923.97,6503.02,7747.45,8835.22,7609.18,8405.51,8396.38,8356.36,9123.57,9901.96,7763.56,6096.17,4694.22,5744.92,9698.8,6942.26,9843.04,9753.58,5599.28,7101.78,7540.08,6615.6,6217.49,8583.42,8633.9,8292.25,8853.32,7057.55,6727.55,7217.24,8150.07,9119.74,8492.5,8053.66,7841.55,9274.5,9491.7,7417.57,6903.55,8598.89,7715.82,7993.05,8082.55,7413.46,8284.42,8098.31,7513.61,7466.86,7288.2,7524.11,6778.19,7890.92,8335.31,7741.68,6794.79,6888.51,8517.41,7853.22,6792.83,7598.87,7753.35,8684.75,7017.31,8810.57,8313.86,8155.61,9317.56,9561.64,7554.72,7724.26,8247.98,8153.83,8127.19
27,8864.88,7328.98,6872.15,9027.77,8652.04,7041.44,6871.22,8800.03,8401.15,7524.2,7853.96,7317.2,7144.2,7700.16,8338.11,7955.37,6756.92,8183.09,8185.87,6839.12,8454.53,8892.01,7776.86,8643.54,8515.16,8835.83,9908.55,10158.16,8480.38,5903.45,4047.22,6552.02,10140.2,7670.46,10156.35,9578.93,5716.97,6657.84,7906.19,6753.41,6317.72,9134.63,8818.42,8770.44,9623.58,7141.67,7461.09,7519.27,8657.43,9543.55,8785.24,8034.33,8410.71,9846.06,9889.02,7858.84,7233.51,9017.7,8096.96,8468.64,8165.44,8000.2,8681.96,8483.69,7999.92,7872.23,8028.2,7948.4,6907.64,8416.19,8706.37,7922.52,6805.65,7259.51,8880.72,8061.26,7349.26,8038.67,7970.57,9072.65,7624.31,9408.11,8642.06,8515.65,9817.7,9780.41,7784.65,8240.13,8548.92,8594.92,8430.63
28,9150.34,7514.38,7054.75,8960.14,8766.59,7147.03,7490.3,9350.2,8594.84,7964.95,8154.07,7460.72,7488.3,7856.53,8799.6,8050.5,7258.27,8975.88,8078.16,7324.98,9047.82,8860.03,8068.1,9184.64,8875.07,9400.75,10474.16,10589.56,8352.28,5729.76,3953.38,8429.07,9595.59,8473.02,10010.85,9538.03,6066.87,7156.32,7309.82,6942.22,6691.18,9749.1,9257.15,9353.1,9943.4,7338.95,8071.63,7785.24,9218.36,9871.69,9097.18,8379.21,9000.84,10118.86,9934.31,8409.13,7726.96,9431.2,8336.66,8838.65,7962.62,8432.23,9051.27,8886.65,7951.54,8289.35,8481.39,8462.76,6555.99,8621.64,8934.15,8041.59,6937.99,7958.26,9139.07,8351.17,7971.48,8199.79,8586.45,9248.82,7952.98,10046.17,8920.09,8999.53,10145.12,10083.21,7929.59,8809.89,9107.93,8867.68,8859.87
29,9409.22,7479.07,7367.39,9350.56,9163.67,7267.01,7806.85,9796.75,8565.02,8405.14,8462.28,7463.15,7767.13,8240.04,9182.29,8502.49,7589.55,9498.7,8281.22,7152.55,9292.38,8900.71,8508.72,9634.89,9531.39,9814.46,10352.28,11063.17,7945.88,5881.97,3843.35,9986.54,10007.82,9047.03,10667.96,9559.09,6489.73,7560.98,7109.78,7452.36,7282.92,10207.54,9930.08,9802.9,10194.09,7853.23,8661.25,7747.45,9663.78,10056.66,9618.93,8445.1,9371.82,10914.85,10192.58,8826.06,8182.75,9665.62,8890.0,9038.98,7505.57,8728.03,9306.17,8835.7,8197.27,8502.12,8971.64,8398.68,6826.87,8790.81,9256.65,8197.45,7248.5,8439.71,9494.29,8698.3,8302.2,8650.63,9358.11,9610.42,7902.73,10485.86,9083.22,9477.5,10699.26,10749.56,8610.54,9346.75,9634.66,9180.14,9049.29
30,9890.9,7506.04,7925.05,9897.38,9276.37,7795.58,8358.32,10223.7,8524.49,8684.85,8779.73,7855.31,7722.43,8525.24,9391.89,8631.35,7965.18,10082.3,8591.61,7451.58,9666.84,8976.2,9150.55,10172.67,10175.23,10310.43,10727.01,12186.68,8110.1,6345.31,4302.44,11007.46,9933.88,9751.21,11499.81,10330.44,7860.75,8014.19,7605.39,8079.44,7823.47,10700.19,10458.7,9941.62,10258.0,8565.31,8795.67,8421.15,9395.83,10532.07,10165.57,8855.67,10002.29,11893.42,10958.19,9277.39,8672.98,10285.74,9010.33,9317.66,7948.24,8919.68,9893.63,9124.71,8481.07,8925.96,9258.54,8394.27,7140.45,9041.83,9502.64,8563.52,6861.33,8755.79,9991.16,9075.65,8584.33,9040.1,10033.02,9751.16,8213.32,10841.66,9314.09,9945.74,10823.93,11319.64,8876.39,9853.2,9936.83,9527.4,9476.95
31,10417.21,7618.46,8454.8,10508.08,10139.14,7632.01,8973.67,10741.22,9002.07,8649.77,9258.85,8337.34,8033.69,9140.11,9767.4,8747.25,8353.16,9828.43,8639.37,7694.79,10294.13,9332.66,9729.55,10604.52,10823.97,11086.88,11329.06,13076.78,8330.12,6494.9,6301.11,10835.07,9933.06,10615.78,12000.81,10730.86,8208.52,8222.02,8044.09,8361.84,8104.15,10565.73,10644.86,10278.64,10399.69,8732.07,8889.41,8988.43,10191.29,11244.44,10519.04,9199.83,10483.64,12143.54,11212.81,9155.49,9248.93,10541.03,9401.32,9897.66,8420.82,9425.63,10074.33,9565.19,8366.83,9346.96,9393.21,8660.32,7612.16,9213.09,10084.59,8737.66,6941.19,8518.01,10232.46,9208.27,9395.68,9703.1,10617.95,10115.69,8560.58,10918.42,10299.54,10084.22,11317.71,12222.6,9038.32,10529.04,9580.29,10028.73,9836.08
32,10744.32,7778.57,9073.59,10842.84,10704.03,7876.89,9201.75,11063.07,9364.0,8572.35,9610.95,8714.81,8345.7,9738.91,10414.93,8733.14,8643.47,10282.52,9208.36,8170.15,10843.24,9701.3,9971.24,11127.27,11279.12,11935.94,12309.23,13827.15,8633.33,6013.75,7127.81,11068.16,10054.01,11115.01,12426.09,9806.43,8202.87,9243.56,8628.71,8699.33,8493.19,11071.92,10815.08,11174.23,9449.97,8853.18,9116.84,9405.57,10820.31,11817.58,10701.6,9170.74,11005.88,12917.41,11205.23,9153.99,9759.45,10500.32,9472.91,10133.95,8662.26,9934.65,10520.8,10130.17,8433.74,9759.38,9949.19,8990.86,8285.16,9686.85,10269.39,9164.38,6678.05,8742.97,10726.62,9407.35,9714.39,10116.85,11163.1,9738.27,9692.43,11514.46,10715.18,10218.84,11372.86,12202.01,9471.03,10857.68,9532.25,10290.08,10152.61
33,10769.47,7887.22,9828.89,11277.92,10749.27,7508.73,9610.05,11413.54,10025.55,8925.04,9908.7,8804.46,8659.14,10509.4,11003.41,8682.46,9278.19,11049.41,9541.84,8581.8,11370.66,9909.83,10185.68,11754.48,11388.42,12097.81,12835.8,12897.31,7969.33,5687.27,6604.87,10440.59,10431.12,11677.51,13285.37,8991.63,9279.67,9628.17,9008.78,8730.0,9332.17,11303.96,11353.19,11878.51,9588.26,9352.75,9637.59,9928.86,11528.54,12099.67,10838.48,9710.64,11538.37,12679.75,11397.83,8993.45,10400.54,10798.69,9625.31,10529.2,8746.19,10257.77,10975.45,10621.59,8679.12,10050.89,10457.67,9375.63,8738.86,9822.15,10591.04,9763.26,7087.12,9393.95,10738.4,9527.76,9776.11,10126.83,11768.25,10175.23,10694.01,11872.6,10977.0,10637.31,11652.81,11282.39,10057.83,11172.18,9644.97,10592.92,10341.02
34,10735.45,8215.94,10588.27,11536.43,11241.39,7479.35,10476.69,11682.08,10332.86,9530.92,10131.74,8939.04,8973.28,11138.1,11537.66,8439.79,9806.02,11099.98,9474.86,9282.37,11214.82,10475.18,10980.73,12382.96,11833.31,12651.47,13887.04,10365.44,7818.52,6055.92,6864.41,10971.63,10978.67,12927.06,13914.16,8701.84,9594.52,9793.62,9494.75,8715.03,9778.82,11182.11,11605.31,12520.57,9866.39,9574.73,9503.98,10367.92,11844.02,12151.06,11445.71,10203.77,12240.41,13713.8,11612.36,9143.57,10975.7,11141.45,10183.53,11231.31,9527.8,10513.21,11343.5,10999.12,9329.45,10092.94,10897.7,9738.62,9039.28,9753.46,11336.35,9508.88,7579.57,9842.26,10994.23,9891.22,9621.66,10392.88,12520.42,10722.35,11387.77,12056.92,11388.94,11492.47,12283.46,10438.15,10178.91,11290.37,10165.53,10881.7,10861.15
35,10842.36,8824.02,10985.33,12083.35,11469.7,8086.8,10994.09,12114.21,10415.71,9880.5,10145.63,9247.42,8974.89,11475.44,11476.75,8550.08,9972.79,11153.44,9121.67,9877.31,11520.93,11090.97,11800.63,12876.87,12379.34,13224.66,14251.14,11003.47,7719.62,5489.64,6993.0,11471.11,11352.45,13239.38,14028.92,8914.74,9664.83,9911.74,9495.0,8576.0,10143.77,11626.7,12135.62,13015.19,10410.39,9764.29,9769.72,10926.73,12142.16,12795.99,12152.76,10635.99,13038.71,14138.46,12067.1,9447.29,11459.25,11742.33,10688.79,11623.29,10163.87,11005.18,11485.31,11263.24,9666.56,10638.27,11299.97,9630.41,9851.19,10608.39,11840.79,9280.44,7505.29,10031.28,11623.46,10173.68,10063.48,11061.84,12688.74,11125.79,11810.38,12342.16,11621.59,12290.03,12747.24,10619.99,10664.88,11837.68,10830.3,11253.97,11439.67
36,11619.71,9266.78,11513.17,12757.09,11529.38,8684.37,11354.61,12229.73,10953.01,10219.58,10405.94,9886.29,9433.18,11652.83,11595.08,9302.88,10265.24,11402.42,9780.35,10204.33,11996.74,11731.14,12551.88,13381.48,12649.58,13606.14,15483.03,11458.55,8226.0,5748.02,7548.42,12367.46,11683.72,14199.03,14733.5,9424.99,9861.93,10191.74,9841.93,9048.56,10990.48,12276.55,12771.85,13785.28,10779.76,9986.98,10193.67,11459.75,13256.57,13499.89,12546.77,11192.41,13575.37,14146.17,12177.11,9918.61,12171.48,11896.13,11459.86,11577.87,10801.61,11608.03,12051.04,11745.29,10284.41,10934.98,11224.35,9887.87,10483.95,11294.9,12239.47,9706.44,8306.4,11137.29,11874.54,10199.75,10715.12,11672.92,13003.07,11018.26,12506.38,12815.1,12375.69,12673.58,13760.84,11284.94,11279.82,11921.87,11074.72,12247.51,11754.72
37,11889.79,9386.84,12253.24,13010.05,11561.35,8752.76,11418.97,12205.83,11441.73,10477.39,10435.5,10327.05,9660.14,11855.2,11402.75,9889.55,10645.53,10974.71,10066.61,10728.6,12761.97,12119.32,12981.96,13740.94,13191.71,13812.3,15885.57,12376.26,9071.57,6032.23,7134.63,13449.27,11726.15,15195.5,15427.34,9573.24,10117.81,10464.78,9668.61,9153.85,11865.37,12546.55,13456.4,14146.94,11449.44,9913.56,10207.38,11990.87,14020.28,13648.79,12762.57,11731.48,14283.29,14552.6,12074.38,10269.1,12343.7,11842.34,12167.39,12056.48,11239.08,12046.56,12445.24,12002.65,10896.44,10852.26,11503.24,9927.96,11141.6,11789.13,12209.34,9807.99,9347.14,11823.75,11947.82,10419.49,10927.5,12407.2,12995.13,11158.92,13036.83,12593.97,13274.7,13572.58,14793.86,11897.03,11891.97,11981.47,12433.02,12492.16,12222.31
38,11835.12,9690.72,12866.1,13077.03,10966.25,9379.75,11878.21,12786.1,11667.1,11057.76,10608.48,10501.33,10197.57,12159.9,12035.94,10080.88,11260.48,11944.51,10201.09,11403.36,13277.75,12274.87,13046.14,13321.38,13700.21,14755.54,16449.48,13094.02,9545.59,6381.47,7446.28,13209.72,11453.52,15792.74,15751.85,9392.76,10432.83,10744.77,10053.07,9088.05,12553.37,13172.91,13785.19,14131.21,11394.91,10361.38,10623.88,12419.41,14185.87,14026.86,13156.73,12273.86,14526.91,15705.36,12529.12,10767.45,12923.65,12036.1,12804.79,12387.05,11525.28,12548.78,12777.16,11922.33,11430.62,11014.44,11624.22,10392.32,11701.69,12343.94,12379.12,10476.39,10037.58,12205.93,12246.71,10745.11,11442.54,11824.71,13750.27,11224.49,13761.56,12955.29,13536.78,14570.6,15633.97,12519.09,12183.54,12552.28,13053.56,12693.93,12739.24
39,11771.75,10215.74,13063.81,13261.62,11340.25,10131.73,12647.04,12871.01,11962.59,11676.48,10934.52,10630.44,11165.5,12390.15,12237.39,10359.15,11920.13,12213.96,10584.75,12322.13,13241.66,12392.88,13278.27,13365.16,14320.58,15860.75,16707.31,14118.65,9112.21,5432.91,8418.63,13723.73,12479.58,16142.38,15321.37,9422.81,9676.75,11162.28,10136.27,9124.81,13242.77,13325.09,14407.92,15202.34,11379.63,11347.61,10952.24,13058.96,14704.25,14344.85,12970.55,13018.18,15275.89,16194.49,13094.94,11140.92,13426.49,12488.53,13411.23,12384.37,12293.05,13021.29,13238.11,12542.3,11916.73,11997.95,12140.97,10460.71,12357.95,12773.57,12519.07,10362.98,10464.82,12620.19,12432.29,11473.36,11976.97,12026.47,14216.05,12037.57,14549.23,13326.2,13965.08,15208.17,15831.58,12734.08,12847.87,12880.12,13605.29,13026.59,12900.19
40,11918.54,10368.84,12860.65,13306.89,11360.13,10922.44,13328.07,13036.57,12511.88,12002.3,11029.14,11021.06,11283.98,12953.54,12252.73,10991.18,12956.67,11937.52,11196.08,13071.0,13077.39,12707.5,13971.98,13785.97,15074.49,16610.53,17250.87,13743.65,8718.15,5234.18,10750.05,12909.67,13615.99,15768.53,15109.79,9833.34,10286.75,10231.52,10297.54,9554.45,14020.03,13859.12,15196.79,15561.26,11546.25,12141.2,11228.21,13775.33,15074.47,14693.53,13371.04,13790.03,15561.3,16110.61,13836.62,11762.31,13919.64,12723.44,13848.85,11955.64,12820.57,13450.16,13724.46,12329.7,12418.43,12550.3,12791.45,9811.94,12545.41,12993.59,12564.29,10437.2,11358.8,12885.47,12743.88,12297.91,12097.84,12824.42,14351.61,12410.3,15394.51,13619.74,14592.67,15577.4,16164.83,12812.6,13591.41,13592.69,13890.44,13551.19,13278.82
41,11721.39,10712.44,13313.79,13779.21,11406.07,11271.33,13859.61,12867.62,13057.43,12339.6,10919.47,11315.55,11727.31,13399.55,12808.31,11364.63,13600.56,12121.26,10809.04,13316.24,13023.41,13254.49,14525.1,14661.2,15583.71,16275.09,17860.31,12923.12,8822.92,5021.44,12665.25,13381.98,14380.04,16654.06,15000.23,10358.27,10760.02,9861.72,10931.29,10290.82,14570.89,14738.7,15766.91,15812.31,12207.07,12898.7,11070.34,14316.89,15227.17,15376.98,13330.03,14224.66,16644.83,16372.5,14356.25,12323.45,14148.95,13432.64,14021.63,11156.45,13140.6,13709.25,13514.54,12573.56,12614.76,13154.6,12572.61,10094.72,12681.38,13350.81,12669.04,10778.8,11939.85,13286.5,13141.69,12671.85,12643.73,13848.09,14773.6,12197.5,15933.61,13739.56,15207.24,16291.38,17075.43,13749.74,14280.31,14253.82,14237.24,13710.29,13675.16
42,11626.49,11408.14,13986.8,13826.21,12087.62,11955.86,14361.9,12687.13,13353.53,12689.83,11378.01,11143.2,12030.58,13593.8,12879.4,11802.94,14328.27,12461.58,11134.03,13746.66,13022.88,14109.01,15206.83,15512.18,16220.4,16719.42,19507.56,13033.75,9390.6,5547.22,13895.91,13206.87,15344.25,17805.42,16060.64,12370.48,11299.98,10453.7,11731.2,10951.35,15168.51,15401.11,15838.47,15776.37,13167.84,12980.04,11923.71,13807.51,15817.3,16096.08,13830.68,15048.71,17998.82,17442.56,14928.76,12933.3,14939.0,13489.93,14315.96,11691.73,13304.94,14454.58,13824.48,12875.68,13122.39,13460.61,12447.1,10439.94,12935.75,13597.97,13096.99,10094.01,12286.26,13883.63,13583.67,12971.48,13098.47,14723.73,14858.0,12540.89,16344.22,13962.44,15803.18,16352.73,17829.13,14024.0,14919.61,14582.42,14636.98,14228.16,13984.23
43,11666.83,12060.33,14746.83,14983.21,11705.27,12727.75,14989.21,13274.58,13170.14,13271.36,11963.79,11483.95,12795.44,14027.03,12933.38,12257.91,13870.14,12424.04,11376.14,14533.33,13429.06,14862.33,15728.38,16365.95,17291.94,17514.16,20773.79,13235.17,9496.28,8024.89,13621.89,13131.11,16552.57,18441.67,16542.82,12772.62,11494.98,10965.59,12030.83,11248.25,14880.04,15560.06,16225.27,15861.79,13291.96,13003.63,12623.06,14855.65,16758.41,16508.21,14226.58,15645.79,18250.14,17699.12,14585.15,13667.02,15199.28,13950.75,15069.39,12268.09,13935.26,14606.5,14361.68,12579.65,13624.03,13546.96,12722.72,11013.02,13077.11,14322.74,13233.22,10099.3,11859.86,14125.83,13661.42,14063.4,13944.97,15463.91,15282.15,12939.13,16336.1,15306.3,15876.84,16969.74,19099.77,14135.78,15810.55,13951.44,15270.67,14642.1,14488.13
44,11782.11,12835.48,15118.92,15696.93,11948.73,12950.48,15343.0,13690.48,12927.4,13669.9,12398.37,11825.3,13534.54,14846.97,12799.08,12569.25,14410.24,13131.96,11958.31,15207.0,13851.7,15100.84,16382.08,16925.1,18469.9,18885.71,21812.82,13568.38,8693.06,9009.37,13858.13,13217.47,17188.3,18959.91,14998.06,12629.67,12818.39,11672.92,12408.92,11694.18,15492.76,15696.75,17486.11,14297.3,13348.8,13223.46,13110.1,15657.27,17488.84,16653.29,14049.93,16301.23,19284.24,17545.07,14437.77,14301.14,15035.77,13940.32,15299.55,12508.51,14567.29,15142.1,15082.15,12558.91,14111.58,14237.78,13092.34,11871.26,13645.95,14484.16,13749.38,9614.78,12079.26,14715.32,13838.69,14417.11,14431.77,16143.43,14593.9,14509.84,17101.99,15802.49,15946.36,16930.71,18929.25,14668.88,16179.18,13773.47,15538.6,14992.16,14950.84
45,11822.38,13798.67,15629.62,15651.34,11274.97,13425.71,15735.87,14539.45,13332.38,13990.85,12426.0,12168.21,14507.83,15579.71,12615.5,13377.27,15384.71,13503.64,12445.43,15848.07,14046.49,15298.81,17186.06,16967.18,18584.68,19558.15,20211.63,12395.67,8124.28,8298.5,13020.04,13639.78,17918.57,20134.97,13635.71,14140.05,13258.06,12102.84,12352.4,12753.54,15721.73,16365.09,18442.09,14381.11,13973.23,13866.18,13742.67,16569.44,17788.24,16729.02,14740.78,16969.23,18811.57,17705.71,14046.27,15122.68,15357.73,14050.25,15768.49,12524.16,14926.05,15687.7,15690.59,12804.11,14423.95,14858.25,13539.56,12413.57,13739.12,14838.22,14519.14,10094.3,12884.49,14644.93,13902.21,14391.72,14345.14,16906.61,15123.51,15876.74,17513.4,16072.2,16457.21,17226.66,17375.5,15436.35,16526.27,13829.63,15868.94,15154.03,15405.25
46,12190.87,14763.03,15895.62,16253.95,11113.58,14536.41,16015.77,14874.84,14111.22,14206.76,12518.54,12511.66,15282.36,16233.38,12159.86,14028.23,15362.51,13312.71,13345.98,15538.98,14743.98,16362.88,17988.63,17507.39,19299.15,21023.37,16127.39,12029.3,8545.2,8568.22,13627.2,14283.01,19693.56,20957.18,13077.34,14489.09,13397.1,12673.0,12234.58,13275.42,15460.95,16621.13,19297.32,14674.65,14183.57,13571.05,14257.2,16916.27,17750.27,17526.87,15357.83,17882.88,20220.83,17901.17,14141.97,15845.19,15742.22,14748.98,16692.68,13531.24,15186.45,16108.6,16129.67,13640.9,14380.36,15379.91,13954.35,12738.24,13550.05,15781.89,14028.34,10689.1,13409.69,14907.66,14319.09,14052.76,14621.4,17876.84,15813.51,16782.48,17669.02,16560.11,17636.88,18038.21,15951.15,15490.65,16584.27,14467.8,16178.03,15799.25,15709.6
47,12967.8,15221.0,16557.2,16475.71,11889.37,15159.9,16518.96,14889.38,14509.63,14131.61,12853.84,12422.41,15656.26,16052.32,12214.28,14163.33,15346.04,12726.55,14091.17,15870.7,15509.29,17458.21,18593.75,18194.59,20040.53,21446.31,16976.82,11749.42,7664.49,8676.01,14194.1,14699.67,20038.83,21005.66,13274.22,14471.32,13472.79,12597.86,11947.23,13685.66,15983.29,17273.64,19922.76,15360.13,14346.9,13846.81,14934.07,17238.12,18576.72,18472.76,15881.39,18932.82,20729.26,18465.19,14474.82,16433.37,16488.69,15368.63,17154.19,14328.16,15786.65,16209.17,16402.53,14019.68,15051.91,15847.14,13698.54,13776.67,14639.47,16388.26,13581.96,10491.71,13581.65,15674.27,14618.75,14583.51,15460.98,18014.08,16290.46,17287.38,17972.57,16788.0,18722.22,18602.68,16098.38,16097.99,17270.65,15307.21,16610.41,16526.33,16127.75
48,13494.74,15853.65,17385.42,16452.21,12640.32,15561.6,16587.0,15545.09,14886.27,14395.49,13639.63,12958.49,15808.18,16118.66,13173.7,14471.94,15594.81,13541.41,14448.75,16430.59,16300.79,18441.38,19207.07,18470.89,20483.56,23162.55,17534.77,12380.06,7926.56,9307.37,15247.48,15057.72,21352.56,21928.66,13903.49,14638.43,13764.26,12977.84,12504.54,14737.13,16780.96,18068.91,20959.0,15781.36,14553.99,14340.55,15569.38,18708.27,19479.68,18935.04,16581.05,19594.55,20622.03,18496.61,15055.09,17340.74,16603.41,16359.96,16966.77,15119.03,16537.7,16901.04,16985.29,14795.55,15366.2,15642.29,13957.7,14556.84,15488.32,16842.71,14084.04,11501.95,14986.55,15926.91,14547.98,15409.01,16212.03,18353.39,16018.77,18182.64,18542.45,17758.46,19168.83,19958.49,16967.63,16889.84,17276.79,15548.29,17948.14,16867.24,16676.15
49,13554.33,16774.75,17640.12,16391.39,12625.62,15559.2,16468.47,16130.24,15144.88,14342.61,14151.19,13177.5,15994.97,15757.27,13895.69,14903.63,14924.02,13841.3,15083.23,17383.04,16741.47,18951.07,19611.33,19141.89,20663.44,23635.15,18793.12,13512.79,8223.62,8749.07,16525.2,15044.9,22713.71,22831.52,14001.25,14893.32,14046.44,12675.34,12556.29,15822.05,17058.88,18929.01,21372.49,16638.16,14333.72,14259.78,16200.23,19678.45,19582.51,19129.11,17252.5,20499.54,21095.94,18209.5,15451.24,17478.98,16431.33,17257.07,17546.28,15628.96,17052.92,17351.24,17243.36,15560.31,15150.79,15931.8,13912.41,15368.84,16071.61,16709.47,14117.69,12837.88,15822.04,15942.64,14753.51,15603.33,17130.47,18240.27,16108.26,18835.12,18112.48,18931.98,20388.81,21335.07,17753.36,17673.69,17250.12,17343.42,18187.16,17425.35,16986.36
